business_category,sub_category,brand,product,quantity,price,mainCategory,midCategory,category,qty,unit
Grocery/General Stores,Household and Kitchen needs,Pitambari,Shines - Copper & Brass,200 g - Rs 54.55,Rs 54.55,cleaning-household,detergents-dishwash,dishwash-bars-powders,200,g
Grocery/General Stores,Chocolates,Lindberg,Classic Milk Chocolate Crispies,100 g,Rs 159,gourmet-world-food,chocolates-biscuits,luxury-chocolates-gifts,100,g
Personal Care,Body care,Aveeno,Baby Daily Moisturising Lotion for Delicate Skin,227g,Rs 799,beauty-hygiene,skin-care,body-care,227,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Nilons,Delizioso Pasta Italiano - Fusilli,200 g,MRP: Rs 50,snacks-branded-foods,noodle-pasta-vermicelli,pasta-macaroni,200,g
Grocery/General Stores,Dairy products,Amul,Tricone - Butterscotch Ice Cream,120 ml,Rs 25,gourmet-world-food,dairy-cheese,gourmet-ice-cream,120,ml
Grocery/General Stores,Pickles & Chutney,Delight Foods,Andhra Special Gongura Pickle,250 g,MRP: Rs 175,snacks-branded-foods,pickles-chutney,other-veg-pickle,250,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",Veeba, Ranch Dressing,300g,Rs 161,snacks-branded-foods,spreads-sauces-ketchup,dips-dressings,300,g
Grocery/General Stores,Household and Kitchen needs,Comfort,Perfume Deluxe - Royale Fabric Conditioner,850 ml,Rs 230,cleaning-household,detergents-dishwash,fabric-pre-post-wash,850,ml
Grocery/General Stores,Chips and Crisps,Kurkure,Namkeen - Green Chutney Rajasthani Style,45 g - Rs 10.00,MRP: Rs 10,snacks-branded-foods,snacks-namkeen,chips-corn-snacks,45,g
Grocery/General Stores,Ghee and Oil,Basso,Olive Oil - Refined Pomace Mild,5 L Tin,MRP: Rs 4399,foodgrains-oil-masala,edible-oils-ghee,olive-canola-oils,5,l
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Eastern,Powder - Cumin,100 g Pouch,Rs 36.75,foodgrains-oil-masala,masalas-spices,powdered-spices,100,g
Grocery/General Stores,"Tea , Coffee and Powders",Te-A-Me,Ice Brews Peach Tea Infusion,63 g (18 Bags x 3.5 g each),MRP: Rs 325,gourmet-world-food,drinks-beverages,gourmet-tea-tea-bags,63,g
Grocery/General Stores,"Utensils, Plastics & Storage",Laopala Diva,Opalware Ivory Dinner Set - Golden Fall,19 pcs,Rs 2109,kitchen-garden-pets,crockery-cutlery,dinner-sets,19,pc
Grocery/General Stores,Ghee and Oil,Phalada Pure & Sure,Organic - Groundnut Oil Cold Pressed,1 L Bottle,MRP: Rs 415,foodgrains-oil-masala,organic-staples,organic-edible-oil-ghee,1,l
Grocery/General Stores,Household and Kitchen needs,Godrej Protekt,"Germ Protection Dish Wash Liquid Gel , Fragrance: Lime",750 ml,Rs 136.40,cleaning-household,detergents-dishwash,dishwash-liquids-pastes,750,ml
Personal Care,Body Care,Neutrogena,"Sheer Zinc Dry Touch Sunscreen Spf50+ (For Sensitive Skin), White",80 ml,₹ 850.00,beauty-hygiene,skin-care,body-care,80,ml
Personal Care,Men's Grooming,Oxy Life,Men Bleach,15 g - Rs 40.00,MRP: Rs 40,beauty-hygiene,mens-grooming,face-body,15,g
Grocery/General Stores,"Tea , Coffee and Powders",24 Mantra,Organic Tulsi Bags,85 g (25 Bags x 3.4 g each),Rs 102,beverages,tea,tea-bags,85,g
Grocery/General Stores,Household and Kitchen needs,Iveo,Chai/100% Melamine Water/Juice Tumbler - Red,2 pcs,Rs 149,kitchen-garden-pets,crockery-cutlery,cups-mugs-tumblers,2,pc
Grocery/General Stores,"Spreads, Sauces and Canned Food",Sundrop,Cocoa Nut Hazelnut Spread,350 g,Rs 225,snacks-branded-foods,spreads-sauces-ketchup,choco-nut-spread,350,g
Grocery/General Stores,"Tea , Coffee and Powders",Sprig Tea,100% Green Tea,10 pcs Carton Box,Rs 62.10,beverages,tea,green-tea,10,pc
Grocery/General Stores,Baking Equipments,HAZEL,"Aluminium Rose Cookie Mould - 8 Flower, Assorted Colour",1 pc Set of 1,Rs 109,kitchen-garden-pets,bakeware,bakeware-accessories,1,pc
Personal Care,Body Care,Himalaya,Nourishing Face Moisturizing Lotion,100 ml,Rs 63,beauty-hygiene,skin-care,body-care,100,ml
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",HappyChef,Dry Yeast,25 g,Rs 39,snacks-branded-foods,ready-to-cook-eat,home-baking,25,g
Grocery/General Stores,Household and Kitchen needs,GOTILE,Gotile Tap Cleaner - Multipurpose Cleaner,500 ml,MRP: Rs 375,cleaning-household,all-purpose-cleaners,imported-cleaners,500,ml
Grocery/General Stores,"Utensils, Plastics & Storage",Anjali,Stainless Steel Dessert Fork - Wednesde,6 pcs,Rs 169,kitchen-garden-pets,crockery-cutlery,cutlery-spoon-fork,6,pc
Grocery/General Stores,Dairy products,Heritage,Table Butter - Pasteurised,500 g Carton,Rs 225,bakery-cakes-dairy,dairy,butter-margarine,500,g
Grocery/General Stores,Batteries and Electonic Acessories ,Philips,LED Tubelight Astra Line 20w 4-Feet - Cool White/Crystal White,1 pc,Rs 329,kitchen-garden-pets,appliances-electricals,cfl-led-bulbs,1,pc
Grocery/General Stores,Dry Fruits & Nuts,Nutting Else,Jalapeno Lime Almond,250 g,MRP: Rs 450,gourmet-world-food,snacks-dry-fruits-nuts,trail-cocktail-mixes,250,g
Personal Care,Deo & Fragrance,Yardley London,English Lavender Deodorant Roll On Antiperspirant - For Women,50 ml,Rs 131.25,beauty-hygiene,fragrances-deos,body-sprays-mists,50,ml
Personal Care,Hair Care,Dove,Daily Shine Shampoo,650 ml - Rs 350.00,Rs 350,beauty-hygiene,hair-care,shampoo-conditioner,650,ml
Grocery/General Stores,Indian Sweets,Sangam Sweets,Soan Papdi Special,500 g,MRP: Rs 320,snacks-branded-foods,indian-mithai,fresh-sweets,500,g
Grocery/General Stores,Household and Kitchen needs,Liao,"Kitchen Cleaning/Dusting Microfibre Cloth - Red & Grey, G130062RG",2 pcs,Rs 229,cleaning-household,mops-brushes-scrubs,dust-cloth-wipes,2,pc
Grocery/General Stores,Pickles & Chutney,FarmVeda,Chutney Podi,100 g,MRP: Rs 50,snacks-branded-foods,pickles-chutney,chutney-powder,100,g
Grocery/General Stores,"Tea , Coffee and Powders",TGL Co.,Breakfast Fusion Coffee Beans Roasted,100 g Pouch,Rs 80,beverages,coffee,ground-coffee,100,g
Personal Care,Body Care,Dermafique,Oleo Restore Hand Serum,50gm,Rs 209,beauty-hygiene,skin-care,body-care,50,g
Personal Care,Feminine Hygiene,Bella,Panty Liners - Intima Plus Normal,54 pcs,MRP: Rs 239,beauty-hygiene,feminine-hygiene,panty-liners,54,pc
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Keya,Mathura Chaat Masala,80 g Tin,MRP: Rs 60,foodgrains-oil-masala,masalas-spices,herbs-seasoning,80,g
Personal Care,Deo & Fragrance,Yardley London,London Mist Daily Wear Perfume,100 ml,Rs 439,beauty-hygiene,fragrances-deos,perfume,100,ml
Grocery/General Stores,Stationery,Classmate,"Combo Kit - Stationery, Colour, Art 6 pcs + Sketch Pens - Assorted Colour 12 pcs",Combo 2 Items,Rs 126,cleaning-household,stationery,colours-crayons,2,pc
Personal Care,Baby Care,Mee Mee,"Baby Premium Feeding Bottle - Glass, Green MM-GP 8A",240 ml,MRP: Rs 329,baby-care,feeding-nursing,sippers-bottles,240,ml
Grocery/General Stores,Chocolates,Snickers,Almond Filled Chocolate Bar,45 g Pouch,Rs 48,gourmet-world-food,chocolates-biscuits,international-chocolates,45,g
Grocery/General Stores,Dry Fruits & Nuts,Lion,Dates/Kharjura - Desert King,250 g Cup,MRP: Rs 123,foodgrains-oil-masala,dry-fruits,other-dry-fruits,250,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Atish,Papad - Pudina Rice,100 g Pouch,MRP: Rs 28,snacks-branded-foods,ready-to-cook-eat,papads-ready-to-fry,100,g
Personal Care,Men's Grooming,Gillette,Regular Pre Shave Cream,70 g,Rs 75,beauty-hygiene,mens-grooming,moustache-beard-care,70,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",Heinz,"Tomato Ketchup - No Salt Added, Imported",397 g,MRP: Rs 695,gourmet-world-food,sauces-spreads-dips,salad-dressings,397,g
Personal Care,Hair Care,TRESemme,"24 Hour Body, Healthy Volume",828mL,Rs 1399,beauty-hygiene,hair-care,shampoo-conditioner,828,ml
Grocery/General Stores,Stationery,B Vishal,Mesh Desk Organiser,1 pc,Rs 76,cleaning-household,stationery,exam-pads-pencil-box,1,pc
Grocery/General Stores,Biscuits and Cookies,Malkist,Sugar Crackers - Family Pack,135 g Pouch,Rs 25,gourmet-world-food,chocolates-biscuits,crackers-digestive,135,g
Chicken and meat,Fish and seafood,Sakana,Fish - Squid,1 kg,MRP: Rs 480,eggs-meat-fish,fish-seafood,other-seafood,1,kg
Grocery/General Stores,"Utensils, Plastics & Storage",Cello,Dazzle Secret Garden Dinner Set - White,18 pcs,Rs 1229,kitchen-garden-pets,crockery-cutlery,dinner-sets,18,pc
Grocery/General Stores,Chocolates,M & M'S,Peanut Chocolate,45 g,MRP: Rs 99,gourmet-world-food,chocolates-biscuits,luxury-chocolates-gifts,45,g
Grocery/General Stores,Chips and Crisps,American Garden,Microwave popcorn - Cheese,273 g Carton,MRP: Rs 240,gourmet-world-food,snacks-dry-fruits-nuts,gourmet-popcorn,273,g
Grocery/General Stores,Breakfast Cereals,Quaker, Quick Cooking White Oats,500 g,₹ 499.00,gourmet-world-food,cereals-breakfast,imported-oats-porridge,500,g
Grocery/General Stores,Baking Equipments,HAZEL,10 Cavity Silicone Smiley Shape Chocolate/Ice Cube Mould - Yellow,1 pc,Rs 119,kitchen-garden-pets,bakeware,bakeware-moulds-cutters,1,pc
Personal Care,Body Care,PureSense,Macadamia Deep Nourishing Hair Cleanser,200ml,Rs 895,beauty-hygiene,hair-care,dry-shampoo-conditioner,200,ml
Grocery/General Stores,Household and Kitchen needs,Kvg,"Knife - Gripper, Stainless Steel",1 pc,Rs 55,kitchen-garden-pets,kitchen-accessories,knives-peelers,1,pc
Personal Care,Body Care,Lever Ayush,Natural Ayurvedic Aloe Vera Cooling Face Gel,150 g,Rs 90.00,beauty-hygiene,mens-grooming,face-body,150,g
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Sprig,Cinnamon Sugar,175 g Glass Jar,MRP: Rs 349,foodgrains-oil-masala,salt-sugar-jaggery,sugar-jaggery,175,g
Grocery/General Stores,Chocolates,Amul,Rejoice - Gift Pack,229 g,Rs 140,snacks-branded-foods,chocolates-candies,chocolates,229,g
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",24 Mantra,Organic Bajra Flour,500 g Pouch,MRP: Rs 50,foodgrains-oil-masala,organic-staples,organic-flours,500,g
Grocery/General Stores,Dairy products,THE BROOKLYN CREAMERY,Sea Salt Caramel Ice Cream,450 ml Tub,Rs 292.50,gourmet-world-food,dairy-cheese,gourmet-ice-cream,450,ml
Personal Care,Oral Care,Listerine,"Mouthwash - Cool Mint 500 ml Bottle + Mouthwash - Cool Mint, Mild Taste 500 ml",Combo 2 Items,Rs 456.11,beauty-hygiene,oral-care,mouthwash,2,pc
Grocery/General Stores,Household and Kitchen needs,Odomos,lotion - Mosquito Repellent,120 ml Bottle - Rs 81.00,Rs 81,cleaning-household,fresheners-repellents,mosquito-repellent,120,ml
Personal Care,Baby Care,Nestle,"Cerelac Baby Cereal with Milk - Ragi Apple, From 8-12 Months, Rich in Iron",300 g Bag-In-Box,MRP: Rs 251,baby-care,baby-food-formula,baby-food,300,g
Grocery/General Stores,Pickles & Chutney,Pushpanjali,Amla Candy,500 g,MRP: Rs 300,snacks-branded-foods,pickles-chutney,other-veg-pickle,500,g
Grocery/General Stores,Household and Kitchen needs,Mortein,2-In-1 Insect Killer Spray - 100% Kill On Mosquitoes & Cockroaches,600 ml,Rs 233,cleaning-household,fresheners-repellents,insect-repellent,600,ml
Grocery/General Stores,Health care,Dabur,Hajmola Maha Candy - Aam+Imli,130 pcs Pouch,Rs 123.50,beauty-hygiene,health-medicine,supplements-proteins,130,pc
Personal Care,Body Care,Lifebuoy,"Antibacterial Germ Kill Spray, No Gas Sanitizer Spray",200 ml,Rs 199,beauty-hygiene,bath-hand-wash,hand-wash-sanitizers,200,ml
Grocery/General Stores,Frozen Veggies & Snacks,ITC Master Chef,Cheesy Corn Triangles,320 g - Rs152.00,Rs 152,snacks-branded-foods,frozen-veggies-snacks,frozen-veg-snacks,320,g
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",Safe Harvest,"Sona Masuri Raw Rice/Akki - 12 Months, Pesticide Free",1 kg,Rs 89.30,foodgrains-oil-masala,rice-rice-products,raw-rice,1,kg
Grocery/General Stores,"Spreads, Sauces and Canned Food",Veeba,Chocolate Fudge Topping,380 gm,Rs 161,gourmet-world-food,sauces-spreads-dips,chocolate-peanut-spread,380,g
Grocery/General Stores,"Spreads, Sauces and Canned Food",Veeba,Roasted Sesame Japanese Style Dressing,315 g Pet Jar,MRP: Rs 149,snacks-branded-foods,spreads-sauces-ketchup,dips-dressings,315,g
Personal Care,Baby Care,Sebamed,Baby Sun lotion SPF50+,200 ml,MRP: Rs 1400,baby-care,baby-bath-hygiene,baby-creams-lotions,200,ml
Personal Care,Hair Care,Parachute,Coconut Oil - 100 % Pure,100 ml - Rs 41.00,MRP: Rs 41,beauty-hygiene,hair-care,hair-oil-serum,100,ml
Personal Care,Baby Care,Mee Mee,Baby Accessories & Vegetable Liquid Cleanser,500 ml Bottle - Rs 399.00,MRP: Rs 399,baby-care,baby-bath-hygiene,baby-laundry,500,ml
Grocery/General Stores,"Utensils, Plastics & Storage",All Time,All Time Plastic Soup Strainer - Assorted Colour,1 pc,Rs 48,kitchen-garden-pets,kitchen-accessories,strainer-ladle-spatula,1,pc
Grocery/General Stores,Health care,Dettol,Antiseptic Liquid 250 ml + Disinfectant Spray- Original 225 ml,Combo 2 Items,Rs 232.33,beauty-hygiene,health-medicine,antiseptics-bandages,2,pc
Personal Care,Deo & Fragrance,Ajmal,Oudh Mukhallat Concentrated Perfume Free From Alcohol For Unisex,6 ml,Rs 2000,beauty-hygiene,fragrances-deos,attar,6,ml
Personal Care,Baby Care,Mee Mee,Baby Laundry Detergent 300ml + Baby Accessories&Vegetable Liquid Cleanser 300ml,Combo 2 Items,MRP: Rs 598,baby-care,baby-bath-hygiene,baby-creams-lotions,2,pc
Grocery/General Stores,Health Drinks & Supplements,Horlicks,"Protein Plus, Vanilla",200 g,Rs 225.25,beverages,health-drink-supplement,men-women,200,g
Chicken and meat,Fish and seafood,ME FRESH,Crab - Blue,500 g,MRP: Rs 225,eggs-meat-fish,fish-seafood,other-seafood,500,g
Grocery/General Stores,Chocolates,Cadbury,Dairy Milk Silk Mousse - Chocolate Bar,116 g,MRP: Rs 175,snacks-branded-foods,chocolates-candies,chocolates,116,g
Personal Care,Oral Care,Colgate,"Mouthwash - Colgate Plax, Gentle Care",250 ml - Rs117.00,Rs 117,beauty-hygiene,oral-care,mouthwash,250,ml
Grocery/General Stores,Household and Kitchen needs,Vim,Dishwash Anti Bac Liquid Neem,500 ml - Rs 103.50,Rs 103.50,cleaning-household,detergents-dishwash,dishwash-liquids-pastes,500,ml
Grocery/General Stores,Ghee and Oil,Emami,Healthy & Tasty - Kachi Ghani Mustard Oil,1 L Bottle,Rs 189,foodgrains-oil-masala,edible-oils-ghee,soya-mustard-oils,1,l
Grocery/General Stores,Household and Kitchen needs,Soft Touch,Kitchen - Towel ECO 100 Pulls,100 pcs Pouch,Rs 66.50,cleaning-household,disposables-garbage-bag,kitchen-rolls,100,pc
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains
",Tata Sampann,"Unpolished Toor Dal, 1 kg + Tata Tea Gold 19gm pouch free",1 Kg Combo,Rs 152.10,foodgrains-oil-masala,dals-pulses,toor-channa-moong-dal,1,kg
Grocery/General Stores,Dairy products,John's,Mozzarella - Pizza,200 g Pouch,MRP: Rs 185,gourmet-world-food,dairy-cheese,international-cheese,200,g
Grocery/General Stores,Biscuits and Cookies,Britannia,Bourbon Chocolate Cream Biscuits,150 g - Rs 25.74,Rs 25.74,snacks-branded-foods,biscuits-cookies,cream-biscuits-wafers,150,g
Personal Care,Men's Grooming,Beardo,Brick Soap - Deep Sea,125 g,Rs 179.40,beauty-hygiene,mens-grooming,bath-shower,125,g
Personal Care,Body Care,Himalaya,Himalaya Nourishing Skin Cream,200 ml,Rs 165,beauty-hygiene,skin-care,body-care,200,ml
Grocery/General Stores,Pooja essentials,Sln,Batti - Cotton round,50 pcs Pouch,MRP: Rs 36,cleaning-household,pooja-needs,other-pooja-needs,50,pc
Grocery/General Stores,"Utensils, Plastics & Storage",Prestige,Svachh DLX Alpha Steel Outer Lid Pressure Cooker (20248),3 L,Rs 2290,kitchen-garden-pets,cookware-non-stick,pressure-cookers,3,l
Personal Care,Baby Care,Johnson's baby,Care Collection Baby Gift Set with Organic Cotton Baby Dress and Milestone Book,10 pcs,Rs 900,baby-care,baby-bath-hygiene,baby-gift-sets,10,pc
Grocery/General Stores,Chips and Crisps,4700BC,Microwave Popcorn - Butter,85 g - Rs67.50,Rs 67.50,gourmet-world-food,snacks-dry-fruits-nuts,gourmet-popcorn,85,g
Grocery/General Stores,Dairy products,Akshayakalpa,"Table Butter - Salted, Organic",200 g Carton - Rs 225.00,MRP: Rs 225,bakery-cakes-dairy,dairy,butter-margarine,200,g
Grocery/General Stores,"Masalas, Spices, Sugar & Jaggery",Draft,Palm Jaggery/Bella,250 g Tub,MRP: Rs 115,foodgrains-oil-masala,salt-sugar-jaggery,sugar-jaggery,250,g
Grocery/General Stores,Bread and bakery,The Baker's Dozen,Sesame Bagel - 100% Wholewheat,160 g,MRP: Rs 135,bakery-cakes-dairy,gourmet-breads,croissants-bagels,160,g
Personal Care,Baby Care,Pigeon Baby,Mag Mag Straw Cup - Green,200 ml,MRP: Rs 649,baby-care,feeding-nursing,baby-dishes-utensils,200,ml
Chicken and meat,Fish and seafood,ME FRESH,Crab - Blue,1 kg Leg Cut,MRP: Rs 460,eggs-meat-fish,fish-seafood,other-seafood,1,kg
Grocery/General Stores,Biscuits and Cookies,Bisk Farm,Biscuits - Marie,300 g Pouch,MRP: Rs 35,snacks-branded-foods,biscuits-cookies,marie-health-digestive,300,g
Chicken and meat,Chicken,Zorabian,Chicken - Cheese N Onion Sausages,250 g Pouch,MRP: Rs 170,eggs-meat-fish,sausages-bacon-salami,chicken-sausages,250,g
Grocery/General Stores,Indian Sweets,Paper Boat,"Chikki, Peanut Bar",16 g (Pack of 6),MRP: Rs 36,snacks-branded-foods,indian-mithai,chikki-gajjak,16,g
Grocery/General Stores,Indian Sweets,Sangam Sweets,Besan Laddu,500 g,MRP: Rs 320,snacks-branded-foods,indian-mithai,fresh-sweets,500,g
Grocery/General Stores,"Utensils, Plastics & Storage",Kitchen Essentials,Stainless Steel Flat Botton Urli - No. 11,1 pc,Rs 129,kitchen-garden-pets,cookware-non-stick,cook-and-serve,1,pc
Grocery/General Stores,"Spreads, Sauces and Canned Food",Mackays,Preserve - Ginger,340 g Bottle,MRP: Rs 385,snacks-branded-foods,spreads-sauces-ketchup,jam-conserve-marmalade,340,g
Personal Care,Skin Care,Organic Harvest,Hibiscus Color Lip Balm,10 g,Rs 179.10,beauty-hygiene,skin-care,lip-care,10,g
Grocery/General Stores,Household and Kitchen needs,Polyset,Java Plastic Dustbin / Garbage Bin With Inner Bucket - Matt Brown,10 L,Rs 449,cleaning-household,bins-bathroom-ware,dustbins,10,l
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",Sunfeast,Yippee Noodles - Magic Masala,360 g Pouch,Rs 61.20,snacks-branded-foods,noodle-pasta-vermicelli,instant-noodles,360,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",MTR,Breakfast Mix - Masala Idli,500 g Pouch,MRP: Rs 115,snacks-branded-foods,ready-to-cook-eat,breakfast-snack-mixes,500,g
Grocery/General Stores,"Utensils, Plastics & Storage",Cello,Opalware Imperial Dinner Set - Amazon Creeper,13 pcs,Rs 1199,kitchen-garden-pets,crockery-cutlery,dinner-sets,13,pc
Grocery/General Stores,Biscuits and Cookies,Bisk Farm,Top Biscuits - Butter Munch,150 g Pouch,MRP: Rs 25,snacks-branded-foods,biscuits-cookies,cookies,150,g
Grocery/General Stores,"Noodles, Pasta, Ready to Cook & Eat",iD,Wheat Chapati,350 g,MRP: Rs 70,snacks-branded-foods,ready-to-cook-eat,heat-eat-ready-meals,350,g
Grocery/General Stores,Household and Kitchen needs,HAZEL,Stainless Steel Container With Lid - Matka Shape,3 pcs,Rs 649,kitchen-garden-pets,steel-utensils,steel-storage-containers,3,pc
Grocery/General Stores,Indian Sweets,Sangam Sweets,Sugarfree Natural Burfi,500 g,MRP: Rs 950,snacks-branded-foods,indian-mithai,fresh-sweets,500,g
Personal Care,Hair Care,Godrej Expert,Easy 5 Minute Hair Colour - Natural Brown,25 ml (Pack of 3),Rs 105.60,beauty-hygiene,hair-care,hair-color,25,ml
Personal Care,Hair Care,Indulekha,Bringha Oil,100 ml - Rs 367.00,Rs 367,beauty-hygiene,hair-care,hair-oil-serum,100,ml
Grocery/General Stores,"Atta, Flours, Rice, Pulses & Grains",Tata Sampann,Fibre Rich Moong Dal Pakoda/Vada Mix,180 g,Rs 70,snacks-branded-foods,ready-to-cook-eat,breakfast-snack-mixes,180,g
Personal Care,Men's Grooming,The Man Company,Beard Softening Cream - Argan & Mint,50 g,Rs 261,beauty-hygiene,mens-grooming,moustache-beard-care,50,g
Grocery/General Stores,"Utensils, Plastics & Storage",Kvg,Lemon Squeezer - Stainless Steel,1 pc,Rs 99,kitchen-garden-pets,kitchen-accessories,kitchen-tools-other-accessories,1,pc
Grocery/General Stores,"Utensils, Plastics & Storage",Surya Flame,3 Burner Crystal MS Cook Top Gas Stove - Manual Ignition,1 pc,Rs 3199,kitchen-garden-pets,cookware-non-stick,gas-stove,1,pc
Personal Care,Hair Care,Mamaearth,Hair Regrowth Tonic,100 ml,MRP: Rs 499,beauty-hygiene,hair-care,hair-oil-serum,100,ml
Grocery/General Stores,Dairy products,Paper Boat,Jeera Buttermilk,250 ml - Rs 30.00,MRP: Rs 30,bakery-cakes-dairy,dairy,buttermilk-lassi,250,ml
